exit_bar,entry_bar,side,entry_price,exit_price,reward_pips,duration,forced,sl_forced,tp_forced
295,293,LONG,3373.614,3369.674,-39.400000000000546,3,False,False,False
297,295,SHORT,3369.674,3392.293,-226.19000000000142,3,True,True,False
299,298,SHORT,3344.766,3356.909,-121.43000000000029,2,True,True,False
301,300,LONG,3361.81,3369.747,79.36999999999898,2,False,False,False
304,301,SHORT,3369.747,3332.228,375.1899999999978,4,True,False,True
307,305,LONG,3312.345,3318.038,56.93000000000211,3,False,False,False
311,307,SHORT,3318.038,3328.665,-106.26999999999953,5,True,True,False
313,312,SHORT,3327.231,3326.766,4.650000000001455,2,False,False,False
314,313,LONG,3326.766,3307.602,-191.64000000000215,2,True,True,False
316,315,SHORT,3330.18,3333.78,-36.00000000000364,2,False,False,False
317,316,LONG,3333.78,3326.692,-70.88000000000193,2,False,False,False
318,317,SHORT,3326.692,3328.716,-20.239999999998872,2,False,False,False
320,318,LONG,3328.716,3339.416,107.00000000000273,3,False,False,False
324,320,SHORT,3339.416,3346.849,-74.32999999999993,5,False,False,False
326,324,LONG,3346.849,3373.436,265.8699999999999,3,True,False,True
328,327,SHORT,3346.168,3379.285,-331.16999999999734,2,True,True,False
330,329,SHORT,3385.804,3388.139,-23.350000000000364,2,False,False,False
332,330,LONG,3388.139,3425.557,374.17999999999665,3,True,False,True
335,333,SHORT,3414.933,3426.225,-112.91999999999916,3,True,True,False
339,336,LONG,3432.307,3431.428,-8.789999999999054,4,False,False,False
341,339,SHORT,3431.428,3415.0,164.27999999999884,3,False,False,False
342,341,LONG,3415.0,3404.563,-104.36999999999898,2,True,True,False
345,343,LONG,3384.094,3387.583,34.89000000000033,3,False,False,False
349,345,SHORT,3387.583,3385.71,18.730000000000473,5,False,False,False
351,349,LONG,3385.71,3390.96,52.5,3,False,False,False
355,351,SHORT,3390.96,3366.818,241.41999999999825,5,True,False,True
362,356,SHORT,3375.023,3368.739,62.840000000001055,7,False,False,False
363,362,LONG,3368.739,3355.507,-132.3199999999997,2,True,True,False
366,364,SHORT,3347.691,3369.856,-221.65000000000418,3,True,True,False
369,367,LONG,3365.625,3372.755,71.30000000000109,3,False,False,False
373,369,SHORT,3372.755,3387.24,-144.84999999999673,5,True,True,False
375,374,SHORT,3376.362,3344.235,321.2699999999995,2,True,False,True
377,376,SHORT,3352.476,3329.645,228.3100000000013,2,True,False,True
379,378,LONG,3321.214,3313.261,-79.52999999999975,2,False,False,False
380,379,SHORT,3313.261,3323.479,-102.17999999999847,2,True,True,False
382,381,LONG,3324.142,3328.295,41.530000000002474,2,False,False,False
386,382,SHORT,3328.295,3333.706,-54.11000000000058,5,False,False,False
388,386,LONG,3333.706,3337.976,42.69999999999982,3,False,False,False
392,388,SHORT,3337.976,3331.301,66.75000000000182,5,False,False,False
393,392,LONG,3331.301,3318.758,-125.4300000000012,2,True,True,False
396,394,SHORT,3294.318,3281.389,129.29000000000087,3,False,False,False
397,396,LONG,3281.389,3274.655,-67.33999999999924,2,False,False,False
398,397,SHORT,3274.655,3270.574,40.81000000000131,2,False,False,False
401,398,LONG,3270.574,3278.981,84.07000000000153,4,False,False,False
402,401,SHORT,3278.981,3292.873,-138.91999999999825,2,True,True,False
404,403,SHORT,3277.932,3289.625,-116.93000000000211,2,True,True,False
407,405,LONG,3308.534,3321.161,126.26999999999953,3,False,False,False
408,407,SHORT,3321.161,3339.497,-183.35999999999785,2,True,True,False
410,409,LONG,3349.017,3340.228,-87.8899999999976,2,False,False,False
411,410,SHORT,3340.228,3338.005,22.229999999999563,2,False,False,False
413,411,LONG,3338.005,3339.959,19.539999999997235,3,False,False,False
417,413,SHORT,3339.959,3358.258,-182.98999999999978,5,True,True,False
422,418,SHORT,3349.395,3328.045,213.4999999999991,5,True,False,True
424,423,LONG,3328.749,3330.871,21.220000000002983,2,False,False,False
426,424,SHORT,3330.871,3342.947,-120.76000000000022,3,True,True,False
430,427,SHORT,3334.795,3328.853,59.42000000000007,4,False,False,False
431,430,LONG,3328.853,3310.848,-180.0500000000011,2,True,True,False
433,432,LONG,3302.217,3301.982,-2.3500000000012733,2,False,False,False
434,433,SHORT,3301.982,3320.849,-188.6700000000019,2,True,True,False
436,435,LONG,3336.988,3334.653,-23.350000000000364,2,False,False,False
440,436,SHORT,3334.653,3298.241,364.1199999999981,5,True,False,True
443,441,LONG,3302.992,3293.276,-97.16000000000349,3,False,False,False
444,443,SHORT,3293.276,3291.852,14.239999999999782,2,False,False,False
445,444,LONG,3291.852,3284.936,-69.15999999999713,2,False,False,False
446,445,SHORT,3284.936,3309.606,-246.70000000000073,2,True,True,False
449,447,LONG,3315.605,3315.747,1.4199999999982538,3,False,False,False
453,449,SHORT,3315.747,3324.826,-90.79000000000178,5,False,False,False
455,453,LONG,3324.826,3333.765,89.38999999999851,3,False,False,False
457,455,SHORT,3333.765,3347.507,-137.4200000000019,3,True,True,False
459,458,SHORT,3358.915,3356.411,25.039999999999054,2,False,False,False
461,459,LONG,3356.411,3367.772,113.60999999999876,3,False,False,False
465,461,SHORT,3367.772,3345.105,226.66999999999916,5,True,False,True
468,466,LONG,3344.125,3357.841,137.15999999999894,3,False,False,False
471,468,SHORT,3357.841,3328.996,288.449999999998,4,True,False,True
473,472,SHORT,3330.455,3331.056,-6.010000000001128,2,False,False,False
474,473,LONG,3331.056,3334.338,32.82000000000153,2,False,False,False
478,474,SHORT,3334.338,3347.08,-127.41999999999734,5,True,True,False
480,479,LONG,3346.526,3341.486,-50.399999999999636,2,False,False,False
484,480,SHORT,3341.486,3339.763,17.229999999999563,5,False,False,False
486,484,LONG,3339.763,3334.528,-52.35000000000127,3,False,False,False
487,486,SHORT,3334.528,3349.823,-152.95000000000073,2,True,True,False
489,488,LONG,3354.435,3353.654,-7.809999999999491,2,False,False,False
491,489,SHORT,3353.654,3350.395,32.590000000000146,3,False,False,False
492,491,LONG,3350.395,3349.122,-12.730000000001382,2,False,False,False
494,492,SHORT,3349.122,3364.763,-156.41000000000076,3,True,True,False
496,495,LONG,3375.302,3397.994,226.92000000000007,2,True,False,True
498,497,LONG,3398.811,3396.532,-22.789999999999964,2,False,False,False
499,498,SHORT,3396.532,3396.532,0.0,1,True,False,False
